star,client,source,company,ville,ecart,reponse_absente,reponse_negative,reponse_positive,date_annee,date_mois,date_jour,Commentaires_reduit
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5333333333333333,fuir showroomprive cas problème service client déplorable nul j'en passe passé commande  mai  vente lacoste reçois mail m'informant livraison va être retardé plus tard  juin or jour reçois colis  articles manquants commande comment numéro    vente lacoste passé cette commande l'espoir l'offrir fête pères arrive dimanche jour retrouve commande incomplète aucune information reste commande showroom répond d'attendre mdr malins cela culotté n'est première rencontre problèmes colis franchement déconseille vivement maintenant d'acheter showroomprive commande n'arrive commande incomplète explique casse-tête être remboursé cas plus cliente attention futur acheteur prévenu incompétence showroomprive aujourd'hui  juin n'aurais certainement reste commande dimanche images clients sais répondre où reste commande font ventes savent assumer savent répondre leurs clients merci rembourser plus vite m'envoyer commande dès aujourd'hui cher service client showroomprive preuves vu commentaires négatifs pense allez perdre mal clients😉 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5,commande d'une sacoche d'un pull lacoste  mois demi déjà temps d'attente énorme n'est si grave.par contre colis  euros n'ai reçu qu'un article deux envoyé mail hier n'ai réponse 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.6,répondent mails réclamation malgré relance.suite message truspilot laissent message truspilot m'indiquant qu'ils vont contacter j'attends encore nouveau relancé mail téléphone supposée reçu mail  juin dernier boîte réception spam bonnes gens fuyez 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5,service client expéditif mauvaise qualité après telephoné connaitre procédure renvoi personne informé correctement après erreur refusé remboursé article.a fuir problemes 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5,showroom s'est trompé l'envoi commande montre.je n'ai reçu l'article commandé.mais retour dois payer l'affranchissement l'erreur côté retour devrait être gratuitencore plan malhonnête.cette enseigne vend vraies marques nettoyeur vapeur polti vu commerce site polti l'emballage laissait désirer colissimo renforcé l'adhésif nom.etelle vend articles marques existées autrefois arrêté leurs commerces chinois rachètent marques chinois créent également marques noms européens cela sonne bien.les montres correspondent prix d'origine soi-disant affichés soldes semblent intéressantes montre  euros soldées  e cela semble-t-il possible n'est type montres acheté également articles correspondent exactement photos bagues sacs marques soldes semblent douteuses camelote mauvaise qualité ayoub inutile réponse part showroom site trust pilote directement contact euxmais vu réponses mêmes demande si existez vraiment si robot 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5,service clients épouvantable malhonnête refusé colis déchiré contenant tasses cassées showroomprivé refuse rembourser transporteur noté colis livré croire enquête auprès transporteur duré  jours selon finalement répondre « colis livré » viens écrire téléphonistes lamentables fais illusions showroomprivé terminé pourtant beaucoup acheté site depuis années accepte voler 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.5,cliente showroom jamais déçue quelques jours reçois article non conforme m'envoie bon retour dois l'avance frais hors question dit m'envoyer bon chronopost juste mettre colis boîte lettres sauf reçois bon rebelote disant problème bons retour bref tant pis vais revendre l'article certainement plus cher celui viens recevoir hyper déçue 🤬🤬🤬 
1,1,0,0,0,0.06993006993006994,1,0,0,1.0,0.4545454545454545,0.5,déçue souvent commandé showroom privé livrée rapidement.je commande maillot bain / reçois message informant retard livraison - maintenant annoncée / jour départ vacances aucun numéro suivi mondial relay impossible savoir où colis commande  
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4666666666666667,site propose beaucoup articles prix intéressants pb  commandes  arrivent jamais rupture stock colis perdu endommagé etc… vrai perdez argent remboursent produits.site éviter fortement… 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4666666666666667,voleur escroc mauvaise expériencelivraison reçu moitié après contacté service client aucune réponse aucun dédommagement dédouanement rejettant faute fournisseur injoignable scandale fuir 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4666666666666667,mauvais service retour deux semaines réceptionner retour plus payante plus cher frais livraison paye initialement plus jamais achete showroom 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4666666666666667,mois commande être livré showroom traîner affaire malgré appels messages pourtant chronopost indiqué colis perdu 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4666666666666667,cliente depuis années déception totale reçu colis endommagé manquait produit petite valeur  semaines d'investigation obligatoires reçois mail disant commande bien livrée mauvaise réponse part quitte fichier client plus retours payants 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.43333333333333335, commandes  partiellement livrées certes reçoit remboursement produits non livrés qu'en est-il  frais livraison devraient être réduits plutôt annulés complétement geste commercial  est-il normal valide commande l'on puisse produits cette époque où l'on connait stock instant plus cela plusieurs ricard produit souhaitais surtout n'est plus disponible après commande  plus plus site bien compliqué part telle situation réponse 
5,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.43333333333333335,dernièrement publié avis mentionnant mauvaise expérience lors l'achat d'un lot boxers fila.après plusieurs échanges showroomprive services clients finalement accepté retourne articles analyse abouti décision rembourser.bravo showroomprive accepté revoir position 
1,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.43333333333333335,plus jamais escrocs voleurs qualités produits minables 
1,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.43333333333333335,mêmes horribles expériences beaucoup autres personnes ici apparemment bonne cliente showroom marques prix proposés intéressants énorme détérioration services sentir depuis quelques temps plus moyen recevoir seule commande conforme erreurs articles commande jupe reçois chaussures hommes commandes perdues nature incomplètes sans moindre explication si pieds mains auprès service client répond semaines plus tard retours frais client bonnement inacceptable résultat adorais showroomprive maintenant bout dizaine commandes défectueuses assez perdre temps argent commande concurrence jamais aucun souci showroomprive mène politique idiote client vraiment pris vache lait seulement bon donner sous sans soucie satisfaction service client quasi inexistant aucunement écoute limite arnaque comprends site encore fermé entêter cette voie showroom train perdre tous clients 
1,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.4,bonjour réservé voyage l'egypte site showroom bien débités l'argent er voyage annulé l'opérateur travel evasion d'après reporter vacances eme nouveau annuler aucunes explications ni phone ni mail départ prévu  juin  j'apprends avant -  jours voyage encore annulé comprends pourquoi donné l'egypte ouvert touristiques travaillant l'aéroport plusieurs personnes rendent attention conseille attention site travaillent argent pendant temps appelez site malheureusement personnes bouts fils mesure répondre plus personne rappel également 
1,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.4,passé commande fin janvier l'ai reçue février montre vente ourlet surprise qu'il défaut invisible dysfonctionnement fermoir essayé contacter fournisseur adresse mail introuvable contre envoyé mal mails showroomprivée renseigner service après vente garantie  mois meilleure qu'on dit garantie couvre fermoir montre navrés fermoir montre cassé non excusez-moi défaut venu montre fermoir tient pris photo montre neuve encore réponduvraiment éviter première dernière j'achète vraiment déçue 
2,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.4,jusqu présent j'étais satisfaite showroomprive commandes conformes lorsqu'il soucis oui arrivé mauvaise pointure flacon ouvert déversé colis service client mieux vis martinique l'un rares sites livrer certes livraison plus coûteuse cela restait raisonnable seulement depuis qq temps cela s'est détérioré frais livraison commencé augmenter façon surréaliste livrer  mascaras cela m'en coûterait  euros depuis qq temps commandes facilement jugées trop volumineuse impossible livrer shampoing moque monde 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3666666666666667,passé commande  articles brosse electrique recharges reçois mail dire colis arrivé vais chercher point relais surprise enveloppe contient uniquement recharges appel service client showroom privée sort dois appeler vendeur étonné lors débit carte bien écrit intitulé showroom jour réponse part déçu cette société terminé commande plus recommande 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3666666666666667,profite d'une vente eastpak changer sac fille vient lâcher.je choisis modèle out of office connais bien puisque  soeurs choisit couleur bleu canard noir.aujourd'hui allons récupérer mauvaise surprise déballage modèle padded couleur crafty moss ni bon modèle ni bonne couleur viens d'imprimer bon retour j'espère bien être remboursée totalité somme versée malgré commentaires désastreux viens lire site fuir 
1,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.3666666666666667,aujourd'hui anniversaire showroom privé pensé m'envoyant bon d'achat  euros boite mail super fonce commande paire baskets problème bon d'achat passe commande validée j'appelle écris service client qu'on déduisez commande impossible dit conseillère devez vérifier date anniversaire '' cela oui m'apprend commande validée bon d'achat envoyé autre adresse mail n'ai droit bon d'achat cette commande faut repasser nouvelle commande cela oui moche manquer savoir vivre point refuserai colis.une nouvelle face manque souplesse 
5,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.3333333333333333,achat d'un coupon réduction site apprendre l'anglais offre bien moins chère site officielle coupon disponible suite après l'achat fonctionnel 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3333333333333333,commandé tapis deux mois livrables début mai début mai problèmes techniques retard traitement showroom puis livraison prévue  mai colis arrivé transporteur  mai contact prise rdv juste date livraison prévue  mai niveau suivi colis contact auprès showroom disent qu'ils vont intervenir réception d'un mail bout quelques jours livraison cours date précise appel nouveau relance enquête réponse livraison cours j'appelais sans cesse plates excuses chaque puis mail date livraison  juin entre   heures heures aucune livraison recontact showroom lundi matin société livraison relais colis contacte s'excuse disent qu'il beugue informatique rdv parvenu prise rdv téléphone rdv pris jeudi  juin entre  h h aucune livraison j'appelle showroom nième m'énerve tombe nième interlocuteur incompétent répond qu'ils peuvent commande cours là j'explose colère cela trop durer personne peut dire où colis apparemment arrivé mauvais dépôt propose d'annuler commande  euros procéder remboursement ok là pose clairement question doivent-ils attendre retour commande déclencher remboursement affirmé non quelques minutes après raccroché reçois mail m'informant l'annulation remboursée commande réceptionnée rappelle là dois encore répéter l'historique m'annonce oui devrai attendre demandé parler responsable h plus lors d'un appel semaine dernière h matin idem j'avais aussi demandé parler responsable encore arrivé demandé celui-ci rappelle arrivée j'attends appel aujourd'hui attendu qu'un responsable rappelle rien.ce matin voulu voir si commande bien annulée découvre message quoi commande retournée mauvais état qu'ils allaient procéder remboursement semblait avancer boum cet après-midi reçois appel transporteur aucune excuse non-livraison d'hier simplement reprendre rdv mardi prochain moque-t-on commande entrepôt leurs agents venue signaler matin coin traînait commande depuis bon moment fuyez cette société n'est première problèmes fuyez ventes linge lit color full affreux qualité zéro moins cinq correspond commandez plus frais retour charge payez petit peu plus cher allez ailleurs prends jour contact ufc choisir 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.4,suite fin dessous bizarre depuis communiqué numéros commandes demandées showroom compte bloqué ..... cela résume l'éthique cette entreprise vais aller voir côté choisir l'on dit.trustpilot envoyé mail vu réaction tiens avis restent publiés envois toutes infos si nécessaire.mes commandes fais désormais concurrents 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3333333333333333,bonjour après annulation commande chaussures annulée effectuée autre vente validée.le service client assurée mail allaient livrer date prévue.hier commande annulée nouveau sans raison.je demande si cette vente bien existé agit juste vente fictive.le service client adressé exactement message dernière fois.ils jamais contactée .je extrémement décue regrette perdu temps argent commandant sowroomprivéje remercie 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3333333333333333,frais retour .€ livraison vers .€ quelle arnaque.si j'avais su j'aurais gardé article.jamais déçu retours autres enseignes gratuit là payer double aberrant 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3,fuir compte bloqué dès souhaitez retourner article impossible réponse concrète service client.allez voir ufc choisir cela semble être pratique courante blocage compte sans raison moment où passez commande lorsque devez retourner.je préfère payer plus cher veepee moins sav être respectée tant cliente 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.3,achat canapé showrooprive  euros maison aubertin vendu disant  euros faisais économie plus  allée voir curiosité amis dit showrooprive arnaquait clients effectivement canapé couleur vendu  euros grosse arnaque craint vraiment appelé sav showrooprive proposé refuser canapé livraison franchement bravo jamais vu 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.26666666666666666,avant passer commande site voulu voir avis concernant bien parcourant topic remarque qu'il plus négatif clients satisfaits plus réponses service client réponses types mr ayoub dit plaintes clients résolus vais voir ailleurs 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.26666666666666666,"franchement vol acheté bijou irl arrivé pierre manquante appelle sav demande retour précisant objet endommagé défectueux livraison achat remboursé entièrement reçois remboursement aujourd hui déduction , euros frais retours inadmissible sachant bijou envoyé déjà défectueux sav réponds motif retour valide retire frais quelle arnaque envoyé bijoux mal encore garder argent gens .et dire service contrôlé qualité attend mail service demande photo bijoux avant retour heureusement penser après plusieurs mésaventures showroom privé pense plus acheter site déçu cette expérience si , euros retour reste sous sortis poche "
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.26666666666666666,expérience horrible pires vie souhaite acheter aspirateur appli € effectue parcours valide somme site banque retourne showroom et… gros bug appelle service client commande non confirmée prise compte débité aucun problème ré essaie h après problème explication sav hier soir rappelle sav assez colère voir  commandes finalement validées  jours après envoyées bien sûr bien prélevé + € cause énorme bug appli merci ailleurs conseillère téléphonique raccroché nez aucun manque respect part précise…merci showroom privé dis adieu 
3,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.26666666666666666,facture frais d'expédition chaque livraison partielle gentils laisser choix client merci d'avance 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.23333333333333334,passe commande  articles sais pourquoi commande part  colis cadre sticker colis arrive bon relay l'autre relay  km réponse showrooprive peut renvoyer colis bon relay demande prise charge frais port accepté si récupère colis gêne laisser travail livreur payer frais livraison déjà origine proposition accepté e environ remboursement service client déplorable cadeau fête pères merci showrooprive 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.23333333333333334,bonne cliente showroomprive souci marque sixième sens sandales achetees  euros mise  semelles décollaient bride s'est détachee semelle enfin horreur aucun geste commercial aucun retour possible soi-disant dépassement delai surtout reproché d'avoir utilisé sandales daube produit showroom super mauvais service après vente 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.23333333333333334,fuir acheté matelas balles disant moins  fabricant livraison payante  eur.aparament savaient plus montant énorme plus livraison doit être gratuite minime.je dit après bonne affaire leurs confiance après acheté consulté site fabricant grande surprise prix showroom proposent livraison gratuite retour jours n'as jiurs retour.le comble disaient livraison rendez partir juin livreur livrera si rendez-vous confirmé.un jour  juin  km loin maison livreur hyper pressé m'appelle veut prix livrer commande veut ni revenir autre jour ni déposer point relais dû improviser embêter d'autres personnes pouvoir récupérer commande.qu'attendre d'un site dupe mettant prix gonflés livrent grosse commande sans tenir courant mettent jour informations suivi commandefranchement désinstalle l'appli désabonne leurs mailing liste 
5,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.23333333333333334,vu beaucoup commentaires négatifs showroomprivé part n'ai jamais aucun souci depuis an commande toutes commandes conformes bon état délais annoncés quant service client l'ai contacté aujourd'hui information premier retour déjà reçu réponse cet après-midi dirais qu'ils assez efficaces expérience positive jusqu présent 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.23333333333333334,service client déplorable comparé celui entreprises genre effectué commande octobre  l'heure actuelle fais encore balader service client reçu article mauvaise qualité premier temps annoncé remboursement puis dit finalement réparation l'article problème qualité base reçu adresse renvoyer article n'était bonne adresse encore erreur part service client contente dire 'merci d'ignorer mail précédent chaque qu'ils trompent m'ont finalement donné bonne adresse l'article réparé '' s'est cassé peu temps après puisque problème bien qualité base suite cette nouvelle déconvenue confirmation téléphone email écrit noir blanc j'allais être remboursée si renvoyais nouveau l'article aucun remboursement depuis d'article maintenant dit remboursement n'est plus possible c'était erreur m'avoir dit cela retrouve sans article sans remboursment vraie honte beau rappeler renvoyer mails demandes ignorées croire '' autre service va s'en occuper '' comprends comment service client peut être aussi déplorable proposent leurs erreurs répétées manque sérieux tiennent aucun engagement.toutes personnes jointes téléphone peuvent '' engagé démarches résoudre litige doute bien showroomprive fera aucun effort côté satisfaction clientèle semble importante leurs yeux.je commande beaucoup genre sites autres services clients beaucoup plus réactifs fiables renouvellerai certainement l'expérience d'achat showroomprive 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.23333333333333334,colis non conforme commande sav incompétent retour impossible partir smartphone passez chemin… 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2,commandé haut fille prevu rentrer pendant vacances dû contact covid pu rentrer prévu rentré essayer haut malheureusement trop grand appelé service client date retour dépassé jrs expliqué circonstance m'avait promis qu'un responsable va m'appeler sous hrs d'appel rappelé nouveau promesse d'appel envoyé mail responsable voulait entendre après plusieurs argument proposé demander médecin fille attestation appelé médecin malheureusement absent envoyé mail expliquant médecin absent j'aurais certificat médecin retour surprise voila réponse mail responsable envoyé honte n° commande vente guessbonjour swaleha permets revenir vers sujet commande citée objet effectivement bien lu mail répondu connaissance cause lors échange téléphonique clairement expliqué délai dépassé m'avez ensuite évoqué raison retard demandais preuve voir service retour sauf qu'en absence preuve l'indisponibilité momentané médecin peux effectuer demande retour mail explicit tenant compte convenu téléphone sincèrement navré cette situation cordialement jonasservice client showroomprive.com 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2,mauvaise manipulation portable validé commande table basse erreur impossible annuler commande crois rêver vraiment 😂😂😂je vais devoir attendre livraison puis renvoyer table frais « article encombrant »  € charge faut vraiment explique pourquoi annuler commande  secs suivent possible peut être déjà emballé chargé expédié  seconde grand importe quoi… 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2,nul nul plusieurs commandes passées après plusieurs mois d'attente l'article arrive n'est bon  commande entre août  juin  fuir absolument perte temps.même s'il rembourse frais d'envoi qu'il rembourse mal incompétent 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2,commandé showroomprive  lunch box lors vente début mai colis arrive parfait fille goûter belle soeur lanières celui fille craqué bon ca peut arriver mauvaise manipulation puis  jours plus tard mien craque dimanche  juin celui belle sœur produits irréparables coûté  euros plus frais port sachant si j'achète site économies décide mail photos montrer contenu sac ances lâché répond délais  jours retour dépassé contacte téléphone explique situation souhaite renvoyer lunch bag remboursement là envoit debut gentillement boulet répetant boucle délais dépassé explique nouveau  euros utilisation  semaines cher payé prend haut peut etre peux assoir  euros lunch box honte parle mur demande responsable met attente puis dis service contacté dit chose peuvent demande contact fournisseur marchandise mauvaise qualité encore refus ose dire dû mal utiliser articles oui dois lancés lunch box pendant pause dejeuner qu'elle mauvaise scandaleux geste garder client politesse fin m'écoutait plus choquée compte plus commander site commande veepee servive client top gens parlent correctement polis vulgaires robots prennent clients pigeons compte rester là 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2, mois demi attente recevoir mauvais articles 
5,1,0,0,0,0.06993006993006994,0,0,1,1.0,0.4545454545454545,0.2,bluffée service client d'attente téléphone réponse claire remboursement rapide cela donne confiance retournerai 
1,1,0,0,0,0.06993006993006994,1,0,0,1.0,0.4545454545454545,0.2,commande // point livraison modifié date livraison retardée.commande // point livraison modifié ; colis explosé destruction contenu emballage adapté ; remboursement effectué  semaines après réception service retour site indique  jours ouvrés .et lorsque j'appelle sav rencontre degré mauvaise foi rarement égalé ; désagréable impression d'être prise j'étais cliente showroomprive depuis longtemps tant pis passe concurrence 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.2,montre marque bracelet s'est décollé premier jour bizarre veut rembourser mauvaise expérience 
1,1,0,0,0,0.06993006993006994,1,0,0,1.0,0.4545454545454545,0.16666666666666669,vente facticej'ai commandé siège auto showroomprivé mois cette commande également deux autres articles allés chercher  articles arrivés  mai  seuls  articles rayon raison ignorons ème article disant retourné service retour or point retrait jamais entrepôts eme article aussi dame poste jour là point relai laissé prendre photo l'écran outil travail dessus affiché message attention manque paquet commande client peut néanmoins retirer paquets contre remboursement si nécessaire revenir plus tard chercher manquants '' siège auto disparu.après plusieurs tentatives trouver numéro service client showroomprive aucune information n'est donnée site réussi joindre monsieur toute évidence n'était situation ainsi m'informa colis retourné service retour showroom qu'il maintenant impossible renvoyer j'allai être remboursé fallait croix siège bébé j'attendais depuis plus d'un mois lequel j'avais suspendu toutes autres démarches d'aquissition.lorsque demandais monsieur qu'elle raison eme article retourné  autres pu être retiré jour su quoi répondre lors fis remarquer monsieur eme article n'était jamais arrivé point relai là encore n'eu réponse.ainsi compris j'avais trompé showroom dépit lois protection consommateurs procédé vente factice j'avais acheté siège auto n'existait moins quantité suffisante satisfaire nombre vente faites site.face limites d'intervention monsieur répondre interrogations soulevait situation demandais parler responsables là m'assura l'un d'entre allait rappeler lendemain  mai  aujourd'hui  mai  j'attends toujours.cette situation inacceptable aucun site vente droit juridiquement d'abuser consommateur faisant miroiter produits qu'il peut ensuite fournir s'agit là d'une vente factice procédé puni loi aussi pris photos toutes étapes d'acheminement  articles autre l'écran l'appareil enregistre arrivées départs commandes dépôt retrait d'autres articles commandés certain compte rester là showroomprive leurs agissements répréhensibles doivent d'en répondre d'autant pendant mois d'attente argent compte bien showroomprivé viendrait rendre bénéficié pendant mois sans raison aucune puisque site vendu produit n'existait pas.par ailleurs menteurs assurant ainsi siège retourné qu'il n'était jamais arrivé façons mafieuses malhonnêtes vais constituer dossier malversation m'adresser directement association consommateur ainsi assistance juridique dont avocats spécialistes cœurs défendre situation 
1,1,0,0,0,0.06993006993006994,0,1,0,1.0,0.4545454545454545,0.16666666666666669,déçu retour d'un article trop petit voulu essayer site tant nouvelle cliente recommanderai plus celui-ci commandé  paires chaussures pointure seule paire va  autres entant trop petites regarde retourner  paires aperçoit site m'informe qu'il retenue . retour différence remboursée trouve honteux sachant trompée pointure tarif pratiquement moitié d'une paire devais renvoyer site éviter ++++ 
